Variety,Card Number,Player/Athlete,Team,Rookie
Stained Glass Mini,119,Mel Ott,New York Giants,
Stained Glass Mini,120,Andy Pettitte,Houston Astros,
Stained Glass Mini,121,Trevor Hoffman,San Diego Padres,
Stained Glass Mini,122,Jose Reyes,New York Mets,
Stained Glass Mini,123,José Ramírez,Cleveland Guardians,
Stained Glass Mini,124,Roberto Clemente,Pittsburgh Pirates,
Stained Glass Mini,125,Charlie Blackmon,Colorado Rockies,
Stained Glass Mini,126,Thurman Munson,New York Yankees,
Stained Glass Mini,127,R.A. Dickey,New York Mets,
Stained Glass Mini,128,Eloy Jiménez,Chicago White Sox,
Stained Glass Mini,129,Lou Gehrig,New York Yankees,
Stained Glass Mini,130,George Brett,Kansas City Royals,
Stained Glass Mini,131,Nolan Ryan,Houston Astros,
Stained Glass Mini,132,Adolis García,Texas Rangers,
Stained Glass Mini,133,Jordan Montgomery,Arizona Diamondbacks,
Stained Glass Mini,134,Satchel Paige,St. Louis Browns,
Stained Glass Mini,135,Ryne Sandberg,Chicago Cubs,
Stained Glass Mini,136,David Ortiz,Boston Red Sox,
Stained Glass Mini,137,Bartolo Colon,Montréal Expos,
Stained Glass Mini,138,Anthony Rizzo,New York Yankees,
Stained Glass Mini,139,Jorge Soler,Miami Marlins,
Stained Glass Mini,140,Hank Aaron,Atlanta Braves,
Stained Glass Mini,141,Max Muncy,Los Angeles Dodgers,
Stained Glass Mini,142,Mickey Mantle,New York Yankees,
Stained Glass Mini,143,Barry Larkin,Cincinnati Reds,
Stained Glass Mini,144,Xander Bogaerts,San Diego Padres,
Stained Glass Mini,145,Randy Arozarena,Tampa Bay Rays,
Stained Glass Mini,146,Parker Meadows,Detroit Tigers,
Stained Glass Mini,147,Kodai Senga,New York Mets,
Stained Glass Mini,148,David Wright,New York Mets,
Stained Glass Mini,149,Paul Goldschmidt,St. Louis Cardinals,
Stained Glass Mini,150,Albert Pujols,St. Louis Cardinals,
Stained Glass Mini,151,Tom Seaver,New York Mets,
Stained Glass Mini,152,Nolan Jones,Colorado Rockies,
Stained Glass Mini,153,Kirby Puckett,Minnesota Twins,
Stained Glass Mini,154,Pedro Martinez,Boston Red Sox,
Stained Glass Mini,155,Nick Castellanos,Philadelphia Phillies,
Stained Glass Mini,156,Jonah Heim,Texas Rangers,
Stained Glass Mini,157,Blake Rutherford,Washington Nationals,
Stained Glass Mini,158,Javier Báez,Detroit Tigers,
Stained Glass Mini,159,Chipper Jones,Atlanta Braves,
Stained Glass Mini,160,Spencer Torkelson,Detroit Tigers,
Stained Glass Mini,161,Gunnar Henderson,Baltimore Orioles,
Stained Glass Mini,162,Yandy Díaz,Tampa Bay Rays,
Stained Glass Mini,163,Jack Suwinski,Pittsburgh Pirates,
Stained Glass Mini,164,Jose Siri,Tampa Bay Rays,
Stained Glass Mini,165,Merrill Kelly,Arizona Diamondbacks,
Stained Glass Mini,166,Carlos Beltrán,Kansas City Royals,
Stained Glass Mini,168,Brandon Drury,Los Angeles Angels,
Stained Glass Mini,169,Nolan Arenado,St. Louis Cardinals,
Stained Glass Mini,170,Jackie Robinson,Brooklyn Dodgers,
Stained Glass Mini,171,Christian Walker,Arizona Diamondbacks,
Stained Glass Mini,172,Masanori Murakami,San Francisco Giants,
Stained Glass Mini,173,Lane Thomas,Washington Nationals,
Stained Glass Mini,174,Ichiro,Seattle Mariners,
Stained Glass Mini,175,Derek Jeter,New York Yankees,
Stained Glass Mini,176,Bill Mazeroski,Pittsburgh Pirates,
Stained Glass Mini,177,Ken Griffey Jr.,Seattle Mariners,
Stained Glass Mini,178,Adrián Beltré,Seattle Mariners,
Stained Glass Mini,179,Billy Williams,Chicago Cubs,
Stained Glass Mini,180,Vladimir Guerrero,Los Angeles Angels,
Stained Glass Mini,181,Shota Imanaga,Chicago Cubs,
Stained Glass Mini,182,Dylan Cease,San Diego Padres,
Stained Glass Mini,183,Kris Bryant,Colorado Rockies,
Stained Glass Mini,184,Framber Valdez,Houston Astros,
Stained Glass Mini,185,Salvador Perez,Kansas City Royals,
Stained Glass Mini,186,Fernando Tatis Jr.,San Diego Padres,
Stained Glass Mini,187,Royce Lewis,Minnesota Twins,
Stained Glass Mini,188,Frank Thomas,Chicago White Sox,
Stained Glass Mini,189,Christopher Morel,Chicago Cubs,
Stained Glass Mini,190,Joe Mauer,Minnesota Twins,
Stained Glass Mini,191,Logan Webb,San Francisco Giants,
Stained Glass Mini,192,Gary Carter,Montréal Expos,
Stained Glass Mini,193,Bob Gibson,St. Louis Cardinals,
Stained Glass Mini,194,Marcus Semien,Texas Rangers,
Stained Glass Mini,195,Roger Clemens,Toronto Blue Jays,
Stained Glass Mini,196,William Contreras,Milwaukee Brewers,
Stained Glass Mini,197,Nolan Gorman,St. Louis Cardinals,
Stained Glass Mini,198,Babe Ruth,Boston Red Sox,
Stained Glass Mini,199,Brent Rooker,Oakland Athletics,
Stained Glass Mini,200,Vladimir Guerrero Jr.,Toronto Blue Jays,
Stained Glass Mini,201,Yoshinobu Yamamoto,Los Angeles Dodgers,
Stained Glass Mini,269,Jung Hoo Lee,San Francisco Giants,
Stained Glass Mini,275,Jackson Merrill,San Diego Padres,
Stained Glass Mini,276,Jackson Chourio,Milwaukee Brewers,
Stained Glass Mini,277,Jackson Holliday,Baltimore Orioles,
Stained Glass Mini,278,Wyatt Langford,Texas Rangers,
Stained Glass Mini,279,Colt Keith,Detroit Tigers,
Stained Glass Mini,280,Mike Trout,Los Angeles Angels,
Swamp Creatures Mini,SC-1,American Alligator,,
Swamp Creatures Mini,SC-2,West Indian Manatee,,
Swamp Creatures Mini,SC-3,Roseate Spoonbill,,
Swamp Creatures Mini,SC-4,American White Ibis,,
Swamp Creatures Mini,SC-5,Florida Panther,,
Swamp Creatures Mini,SC-6,American Flamingo,,
Swamp Creatures Mini,SC-7,Great Blue Heron,,
Swamp Creatures Mini,SC-8,Eastern Indigo Snake,,
Swamp Creatures Mini,SC-9,Atlantic Loggerhead,,
Swamp Creatures Mini,SC-10,Anhinga,,
Swamp Creatures Mini,SC-11,Banded Watersnake,,
Swamp Creatures Mini,SC-12,Florida Cottonmouth,,
Swamp Creatures Mini,SC-13,Florida Snapping Turtle,,
Swamp Creatures Mini,SC-14,Wood Stork,,
Swamp Creatures Mini,SC-15,Turkey Vulture,,
Swamp Creatures Mini,SC-16,Florida Black Bear,,
Swamp Creatures Mini,SC-17,Little Grass Frog,,
Swamp Creatures Mini,SC-18,Florida Gar,,
Swamp Creatures Mini,SC-19,Dolphin,,
Swamp Creatures Mini,SC-20,Redfish,,
Swamp Creatures Mini,SC-21,Tarpon,,
Swamp Creatures Mini,SC-22,Snook,,
Swamp Creatures Mini,SC-23,Peacock Bass,,
Swamp Creatures Mini,SC-24,Bull Shark,,
Swamp Creatures Mini,SC-25,American Crocodile,,
Swamp Creatures Mini,SC-26,White-tail Deer,,
Swamp Creatures Mini,SC-27,Mosquito,,
Swamp Creatures Mini,SC-28,Bartram's Scrub-Hairstreak,,
Swamp Creatures Mini,SC-29,Whirligig Beetles,,
Swamp Creatures Mini,SC-30,Lubber Grasshopper,,
Uniform Countdown Mini,UC-11,Barry Larkin,Cincinnati Reds,
Uniform Countdown Mini,UC-12,Dusty Baker,Atlanta Braves,
Uniform Countdown Mini,UC-13,Alex Rodriguez,New York Yankees,
Uniform Countdown Mini,UC-14,Ernie Banks,Chicago Cubs,
Uniform Countdown Mini,UC-15,Dick Allen,Philadelphia Phillies,
Uniform Countdown Mini,UC-16,Whitey Ford,New York Yankees,
Uniform Countdown Mini,UC-17,Shohei Ohtani,Los Angeles Dodgers,
Uniform Countdown Mini,UC-18,Darryl Strawberry,New York Mets,
Uniform Countdown Mini,UC-19,Tony Gwynn,San Diego Padres,
Uniform Countdown Mini,UC-20,Mike Schmidt,Philadelphia Phillies,
World's Tallest Mountains Mini,WTM-1,Mount Everest,,
World's Tallest Mountains Mini,WTM-2,K2,,
World's Tallest Mountains Mini,WTM-3,Kanchenjunga,,
World's Tallest Mountains Mini,WTM-4,Lhotse,,
World's Tallest Mountains Mini,WTM-5,Makalu,,
World's Tallest Mountains Mini,WTM-6,Cho Oyu,,
World's Tallest Mountains Mini,WTM-7,Dhaulagiri I,,
World's Tallest Mountains Mini,WTM-8,Manaslu,,
World's Tallest Mountains Mini,WTM-9,Nanga Parbat,,
World's Tallest Mountains Mini,WTM-10,Annapurna I,,
World's Tallest Mountains Mini,WTM-11,Gasherbrum I,,
World's Tallest Mountains Mini,WTM-12,Broad Peak,,
World's Tallest Mountains Mini,WTM-13,Gasherbrum II,,
World's Tallest Mountains Mini,WTM-14,Shishapangma,,
World's Tallest Mountains Mini,WTM-15,Gyachung Kang,,
X-Rayd,XR-1,Toco Toucan,,
X-Rayd,XR-2,Mellers Chameleon,,
X-Rayd,XR-3,Beaver Tail,,
X-Rayd,XR-4,Armadillo,,
X-Rayd,XR-5,Ball Python,,
X-Rayd,XR-6,Bearded Dragon,,
X-Rayd,XR-7,Western Pond Turtle,,
X-Rayd,XR-8,Bobcat,,
X-Rayd,XR-9,Bufflehead Duck,,
X-Rayd,XR-10,American bullfrog,,
X-Rayd,XR-11,Black Bear,,
X-Rayd,XR-12,Cape Porcupine,,
X-Rayd,XR-13,Cougar,,
X-Rayd,XR-14,Dwarf Mongoose,,
X-Rayd,XR-15,Fat-Tailed Gecko,,
X-Rayd,XR-16,Greater Flamingo Legs,,
X-Rayd,XR-17,Humboldt Penguin,,
X-Rayd,XR-18,Inca Tern,,
X-Rayd,XR-19,African Painted Dog,,
X-Rayd,XR-20,Speke's Gazelle,,
z,RCS-BD,Bobby Doerr,Boston Red Sox,
